2019-11-18 18:34,23,0,0
2019-11-18 18:35,20,0,0
2019-11-18 18:36,23,0,0
2019-11-18 18:37,22,0,0
2019-11-18 18:38,23,0,0
2019-11-18 18:39,23,0,0
2019-11-18 18:40,23,0,0
2019-11-18 18:41,23,0,0
2019-11-18 18:43,21,0,0
2019-11-18 18:44,22,0,0
2019-11-18 18:45,23,0,0
2019-11-18 18:46,22,0,0
2019-11-18 18:47,23,0,0
2019-11-18 18:48,23,0,0
2019-11-18 18:49,18,0,1
2019-11-18 18:50,23,0,0
2019-11-18 18:51,23,0,0
2019-11-18 18:52,23,0,0
2019-11-18 18:53,23,0,0
2019-11-18 18:54,23,0,0
2019-11-18 18:55,23,0,0
2019-11-18 18:56,23,0,0
2019-11-18 18:57,23,0,0
2019-11-18 18:58,23,0,0
2019-11-18 18:59,23,0,0
2019-11-18 19:00,23,0,0
2019-11-18 19:01,23,0,0
2019-11-18 19:02,23,0,0
2019-11-18 19:03,23,0,0
2019-11-18 19:04,23,0,0
2019-11-18 19:05,23,0,0
2019-11-18 19:06,23,0,0
2019-11-18 19:07,23,0,0
2019-11-18 19:08,23,0,0
2019-11-18 19:09,20,0,0
2019-11-18 19:10,23,0,0
2019-11-18 19:11,23,0,0
2019-11-18 19:12,23,0,0
2019-11-18 19:13,23,0,0
2019-11-18 19:14,23,0,0
2019-11-18 19:15,23,0,0
2019-11-18 19:16,23,0,0
2019-11-18 19:17,23,0,0
2019-11-18 19:19,23,0,0
2019-11-18 19:20,23,0,0
2019-11-18 19:21,23,0,0
2019-11-18 19:22,23,0,0
2019-11-18 19:23,23,0,0
2019-11-18 19:24,23,0,0
2019-11-18 19:25,23,0,0
2019-11-18 19:26,23,0,0
2019-11-18 19:27,23,0,0
2019-11-18 19:28,23,0,0
2019-11-18 19:29,23,0,0
2019-11-18 19:30,23,0,0
